unique_id,type,group1_id,group2_id,date,description,group1_name,group2_name
1873,riv,523,81,2013-05-00,Ahrar al-Sham began opposing Hezbollah in 2013 after Hezbollah announced its involvement in the Syrian conflict. The groups still target each other today despite two ceasefires in 2015.,Ahrar al-Sham,Hezbollah
1877,riv,529,81,2013-04-00,"Hezbollah began conducting operations with the Syrian army around al-Qusayr in March 2013. In May 2013, Hezbollah and the Syrian army launched an offensive against local opposition groups, and forced Jabhat al-Nusra, Liwa al-Haqq, and other insurgents out of the town of al-Qusayr.",Liwa al-Haqq,Hezbollah
1881,riv,527,655,12/15/13,Liwa al-Tawhid cooperated with the Islamic State to fight the Kurdish Peoples Protection Units in late 2013.,Liwa al-Tawhid,Peoples Protection Units
1885,riv,527,1,2014-07-00,"Clashes erupted between the Islamic State (IS) and Liwa al-Tawhid when Liwa al-Tawhid drove IS out of the city of Aleppo. In response to growing hostility with Liwa al-Tawhid and other militant groups, IS began targeting the leaders of opposition groups and killed prominent Liwa al-Tawhid member Adnan Bakour.",Liwa al-Tawhid,The Islamic State
1887,riv,525,1,1/3/14,"Suqour al-Sham began targeting the Islamic State on January 3, 2014.",Suqour al-Sham,The Islamic State
1889,riv,493,81,2014-08-00,"Jabaht al-Nusra began targeting Hezbollah with a suicide bombing in Bekaa Valley in Lebanon, near the boarder with Syria. The attack killed four people, including a local Hezbollah leader. ",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Hezbollah
1891,riv,81,1,2014-01-00,"The Islamic State (IS) conducted a suicide bombing at Hezbollah's headquarters in Beirut, marking the third retaliatory attack on Lebanese soil for Hezbollah's support for the regime, and the first such attack carried out by IS.",Hezbollah,The Islamic State
1893,riv,1,537,2013-06-00,The Islamic State (IS) killed FSA leader Kamal Hamami after he ordered an IS soldier to take down a checkpoint.,The Islamic State,Free Syrian Army
1895,riv,493,1,2014-03-00,"Jabhat al-Nusra began targeting the Islamic State (IS), and coordinated with Ahrar al-Sham, Islamic Front units, and battalions from the Supreme Military Council to drive IS out of Raqqa. IS retook Raqqa in July 2014.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),The Islamic State
1897,riv,647,1,2015-02-00,The Levantine Front was founded to counter the Islamic State's advances in the Aleppo governorate.,The Levantine Front ,The Islamic State
1899,riv,649,1,2014-10-00,The Ajnad al-Sham Islamic Union began fighting the Islamic State in the Damascus governorate.,The Ajnad al-Sham Islamic Union,The Islamic State
1901,riv,493,537,2014-11-00,Jabhat al-Nusra seized several villages from the Free Syrian Army in the Idlib governorate.,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Free Syrian Army
1903,spl,21,493,7/28/16,Jabhat al-Nusra leader Abu-Muhammad al-Julani announced that the organization had ended its affiliation with Al Qaeda and had renamed itself Jabhat Fatah al-Sham (The Front for the Conquest of the Levant). Al Qaeda's central command sanctioned Fatah al-Sham's split.,Al Qaeda,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1907,riv,361,537,2016-03-00,Kata'ib Hezbollah began targeting the Free Syrian Army in the Aleppo governorate.,Kata'ib Hezbollah,Free Syrian Army
1807,all,1,493,4/1/12,"Jabhat al-Nusra (Al-Nusra) received funding and personnel from the Islamic State (which at the time operated as Al Qaeda in Iraq, or AQI) that helped establish Al-Nusra at the beginning of the Syrian conflict.",The Islamic State,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1187,riv,561,81,12/11/13,"ISIS, Al-Nusra, and Ahrar al-Sham, a member group of the Islamic Front, coordinate an attack on Hezbollah's headquarters in Damascus. Ahrar al-Sham claims to have killed over fifty Hezbollah fighters.",The Islamic Front,Hezbollah
1191,riv,1,541,1/6/14,"In early 2014, tensions on the ground between ISIS and other rebel groups begin to develop into conflict on the ground. On January 6th ISIS is driven from Raqqa after fighting with other rebel groups, including al-Nusra, members of the Islamic Front, and members of the FSA.",The Islamic State,Islamic Front
1925,all,629,81,2015-02-00,"Kataib Sayyid al-Shuhada (KSS) participated in the Assad Regimes offensive in the southern Syrian governorates, namely in Daraa and Quneitra. KSS fought alongside Assad Regime troops, Hezbollah, the Iranian Revolutionary Guard Corps and other Shiite militias against elements of the Free Syrian Army and Jabhat al-Nusra.",Kataib Sayyid al-Shuhada,Hezbollah
1915,all,545,65,2014-11-00,"When the UN sanctioned ASL in November 2014, it classified the group as an entity associated with Al Qaeda and stated that ASL is additionally associated with Al Qaeda in the Islamic Maghreb (AQIM).  According to French sources, AQIM fighters met with ASL in southern Libya, and AQIM consistently re-tweets tweets by ASL accounts on Twitter.",Ansar al-Shariah (Libya),Al Qaeda in the Islamic Maghreb
1793,spl,651,649,2/1/16,"Ajnad al-Sham's fighters in East Ghouta defected and joined Faylaq al-Rahman, a group based in the Damascus governorate and supported by former Al Qaeda affiliate Jabhat Fatah al-Sham, formerly known as Jabhat al-Nusra, amid rising tension with Jaysh al-Islam.",Faylaq al-Rahman,The Ajnad al-Sham Islamic Union
1207,spl,525,549,1/10/14,"Conflict with the Islamic State (IS) prompted Liwa Dawoud and Liwa Siyoof al-Haq, two of Suqour al-Shams strongest factions, to declare peace with IS, defect from Suqour al-Sham, and eventually form the Army of the Levant (Jaysh al-Sham) with deserting IS members.",Suqour al-Sham,Jaysh al-Sham
1787,mer,527,647,12/25/14,"The Levantine Front was founded on December 25, 2014 by the Islamic Front of Aleppo (not to be confused with the Islamic Front umbrella group), a group composed of Liwa al-Tawhid and other former Islamic Front umbrella group battalions, and four other Aleppo-based opposition groups.",Liwa al-Tawhid,The Levantine Front 
1789,spl,659,647,3/3/15,"Al-Fawj Al-Awl formed on March 3, 2015 when its 1,500 fighters broke away from Liwa al-Tawhid, a constituent brigade within the Levantine Front.",Al-Fawj Al-Awl,The Levantine Front 
1791,spl,659,647,2015-03-00,"Al-Fawj Al-Awl formed on March 3, 2015 when its 1,500 fighters broke away from Liwa al-Tawhid, a constituent brigade within the Levantine Front.",Al-Fawj Al-Awl,The Levantine Front 
1217,aff,557,21,2014-01-00,"While ABM and AQ groups share a similar ideology, they were never formal affiliates. Until Ayman Zawahiri, AQs leader, mentioned our people in the Sinai in January 2014, there had not even been confirmation that AQ recognized ABM.",The Islamic State - Sinai Province,Al Qaeda
1215,all,553,65,2012-00-00,"Boko Haram has trained alongside and received funding and other resources from Al Qaeda in the Islamic Maghreb (AQIM) since at least 2012. Many experts, however, believe that the increasing sophistication of Boko Harams activities under Shekau indicates cooperation as early as 2010.",Boko Haram,Al Qaeda in the Islamic Maghreb
1219,spl,557,21,2014-10-00,"ABMs declaration of allegiance to IS in November 2014 could indicate a split between AQ and ABM. Some ABM cells in the Nile Valley remain loyal to AQ, which could possibly divide ABM into two factions: one that remains loyal to AQ and one that is newly loyal to IS.",The Islamic State - Sinai Province,Al Qaeda
1221,all,1,559,2013-12-00,"ISIS, al-Nusra, and Ahrar al-Sham coordinate an attack on Hezbollah's headquarters in Damascus. Ahrar al-Sham claims to have killed over fifty Hezbollah fighters.",The Islamic State,Al-Nusra
1223,riv,1,559,2014-01-00,"In early 2014, tensions on the ground between ISIS and other rebel groups begin to develop into conflict on the ground. On January 6th ISIS is driven from Raqqa after fighting with other rebel groups, including al-Nusra, members of the Islamic Front, and members of the FSA",The Islamic State,Al-Nusra
1225,riv,1,559,2014-04-00,"According to the Syrian Observatory for Human Rights, IS is responsible for the assassination of al-Nusra's leader in Idlib, Abu Muhammad al-Ansari, and his family.",The Islamic State,Al-Nusra
1227,aff,1,19,2014-08-00,"AQAP published a statement on its website, al-Manbar, that announced its support for the Islamic State. ",The Islamic State,Al Qaeda in the Arabian Peninsula
1229,riv,1,19,2014-11-00,AQAP rebuked IS in a video that declared IS leader Abu Bakr al-Baghdadis declaration of an Islamic caliphate to be illegitimate.,The Islamic State,Al Qaeda in the Arabian Peninsula
1231,aff,459,1,2014-11-00,Jundullah vows allegiance to IS after a meeting with a three-man delegation representing IS led by al Zubair al Kuwaiti.,Jundullah,The Islamic State
1233,aff,557,1,2014-11-00,ABM made international headlines when the organization pledged allegiance to the IS in a nine-minute audio speech released on Twitter in November 2014.,The Islamic State - Sinai Province,The Islamic State
1235,aff,559,21,2012-00-00,Al Nusra takes orders from both Al Qaeda's senior leadership and Al Qaeda in Iraq (AQI).,Al-Nusra,Al Qaeda
1237,aff,559,1,2012-00-00,"Al Nusra takes orders from both Al Qaeda's senior leadership and Al Qaeda in Iraq (AQI), now known as the Islamic State.",Al-Nusra,The Islamic State
1239,aff,1,105,2014-10-00,TTP pledged support to IS and urged other Middle Eastern extremists to be part of the effort to repel the alleged Western campaign against Islam.,The Islamic State,Tehrik-i-Taliban Pakistan
1241,spl,555,65,2014-09-00,"In September 2014, Jund al-Khilafah split from al Qaeda in the Islamic Maghreb (AQIM) because they believe that AQIM had deviated from the true path.",Jund al-Khilafah,Al Qaeda in the Islamic Maghreb
1243,aff,555,1,2014-09-00,"Jund al-Khilafah declared allegiance to the Islamic State (IS) in September 2014, declaring to Abu Bakr al-Baghdadi, the leader of IS, ""you have in the Islamic Maghreb men who will obey your orders.""",Jund al-Khilafah,The Islamic State
1245,spl,555,65,2014-09-00,"In September 2014, Jund al-Khilafah split from al Qaeda in the Islamic Maghreb (AQIM) because they believe that AQIM had deviated from the true path.",Jund al-Khilafah,Al Qaeda in the Islamic Maghreb
1247,riv,1,559,5/23/13,Zawahiri rules against Baghdadi's claimed merger with al-Nusra. He commands that ISIS is to be dissolved and al-Nusra should continue to operate in Syria while AQI continues to operate in Iraq.,The Islamic State,Al-Nusra
1249,aff,152,1,2014-07-00,"On July 2, 2014, a video was posted from a Filipino prison showing inmates gathering around a black flag, swearing allegiance to IS. Many of these inmates are current or were former members of Abu Sayyaf.",Abu Sayyaf Group,The Islamic State
1251,aff,152,1,7/23/14,"On July 23, 2014, senior leader of Abu Sayyaf, Isnilon Hapilon, posted a 6-minute video on YouTube declaring allegiance to IS and al-Baghdadi.",Abu Sayyaf Group,The Islamic State
1253,aff,152,1,2014-09-00,"Abu Sayyaf militants threated to kill two German hostages in the name of IS unless Germany stops supporting America in its killing of our Muslim brothers in Iraq and Syria, especially the mujahedeen of the Islamic State. While not directly involved in the military offensive against IS, Germany said it would not stop their support for the US military forces based on this incident.",Abu Sayyaf Group,The Islamic State
1255,aff,152,1,7/24/14,"On July 23, 2014, senior leader of Abu Sayyaf, Isnilon Hapilon, posted a 6-minute video on YouTube declaring allegiance to IS and al-Baghdadi.",Abu Sayyaf Group,The Islamic State
1259,riv,561,1,2014-02-00,"IS carries out a double suicide bombing that kills 26 in Aleppo, including commander Adnan Bakour of Liwa al-Tawhid, a member group of the Islamic Front.",The Islamic Front,The Islamic State
1261,riv,561,1,2014-02-00,"AQ sends envoy Abu Khaled al-Suri to mediate the conflict between the Islamist rebel factions in Syria, and he is killed in an IS bombing of Ahrar al-Sham's, a member group of the Islamic Front, headquarters.",The Islamic Front,The Islamic State
1803,spl,1,21,2/3/14,"In April 2013, Islamic State (IS) Emir Abu Bakr al-Baghdadi declared that Jabhat al-Nusra (Al-Nusra) and AQI would merge under the name ""Islamic State in Iraq and Syria,"" but Al-Nusra leader Abu Muhammad al-Julani denied the merger and re-pledged allegiance to Al Qaeda (AQ) commander Ayman al-Zawahiri. Although Zawahiri supported Al-Nusra, saying that the organizations should remain separate, Baghdadi rejected Zawahiri's statement. AQ officially renounced any affiliation with IS in February 2014, before it became the Islamic State (IS).",The Islamic State,Al Qaeda
1265,riv,565,81,2013-05-00,"Hezbollah troops began openly operating with regime forces around al-Qusayr in Syria in March 2013. In May 2013, they launch an offensive against the rebel groups, taking the town in a significant victory for the regime. Al-Nusra and Liwa al-Haqq, a member of the Islamic Front, are among the ousted rebel forces.",Independent Islamist Groups,Hezbollah
1267,riv,561,81,2013-12-00,"IS, Al-Nusra, and Ahrar al-Sham, a member group of the Islamic Front, coordinate an attack on Hezbollah's headquarters in Damascus. Ahrar al-Sham claims to have killed over fifty Hezbollah fighters.",The Islamic Front,Hezbollah
1281,all,493,565,2013-01-00,"A number of opposition groups including al-Nusra and the Islamic Front's Suqour al-Sham overtake a government air base in Taftanaz. It is a significant victory, allowing the opposition to seize helicopters and other heavy weapons and ammunition. The groups sustained a siege for months to eventually take the air base, demonstrating increased capacity in military operations since the beginning of the conflict.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Independent Islamist Groups
1271,all,561,559,2013-12-00,"A number of opposition groups including al-Nusra and the Islamic Front's Suqour al-Sham overtake a government air base in Taftanaz. It is a significant victory, allowing the opposition to seize helicopters and other heavy weapons and ammunition. The groups sustained a siege for months to eventually take the air base, demonstrating increased capacity in military operations since the beginning of the conflict.",The Islamic Front,Al-Nusra
1273,riv,1,559,1/6/14,"In early 2014, tensions on the ground between IS and other rebel groups begin to develop into conflict on the ground. On January 6th, IS is driven from Raqqa after fighting with other rebel groups, including al-Nusra, members of the Islamic Front, and members of the FSA.",The Islamic State,Al-Nusra
1275,riv,1,561,1/6/14,"In early 2014, tensions on the ground between IS and other rebel groups begin to develop into conflict on the ground. On January 6th, IS is driven from Raqqa after fighting with other rebel groups, including al-Nusra, members of the Islamic Front, and members of the FSA.",The Islamic State,The Islamic Front
1279,riv,81,559,2014-03-00,"Syrian government forces and Hezbollah seize the rebel-held town of Yabroud in Syria, clashing with Al Nusra. Hours later, a car bomb goes off in Nabi Othman in the Bekaa Valley. Al Nusra claims the bombing in retaliation for the loss of Yabroud, and Hezbollah reports four fatalities.",Hezbollah,Al-Nusra
1283,mer,565,561,11/22/13,"On November 22, 2013, seven rebel factions in Syria announced the creation of the Islamic Front as a united opposition force against Syrian president Bashar al-Assad. Under the Islamic Front, these individual groups dissolved, providing a unified message of opposition to the government of al-Assad.",Independent Islamist Groups,The Islamic Front
1285,all,493,561,12/11/13,"IS, Al-Nusra, and Ahrar al-Sham, a member group of the Islamic Front, coordinate an attack on Hezbollah's headquarters in Damascus. Ahrar al-Sham claims to have killed over fifty Hezbollah fighters.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),The Islamic Front
1291,all,493,561,2014-05-00,"Al-Nusra and Suqour al-Sham, a member of the Islamic Front, conduct a joint suicide attack in Idlib, Syria.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),The Islamic Front
1293,all,493,565,2013-09-00,"Thirteen Islamist groups denounce the Syrian National Council and announce the formation of an Islamist coalition. The most prominent of the groups are: al-Nusra, Ahrar al-Sham, Tawhid Brigade, Suqour al-Sham, the Islam Army, and Liwa al-Haqq. The ""coalition"" is short-lived, with many of the strongest signees soon joining together to form the Islamic Front, of which al-Nusra is notably not a member.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Independent Islamist Groups
1295,all,493,565,2013-03-00,"Rebel groups including al-Nusra and Ahrar al-Sham, a member of the Islamic Front, take full control of Raqqa in a joint operation against regime forces. It is the first provincial capital to come under rebel control in the civil war.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Independent Islamist Groups
1297,all,493,565,2012-11-00,"Al-Nusra and Ahrar al-Sham, a member of the Islamic Front, are two of eleven Islamist groups to release a joint statement opposing the creation of the National Coalition of Syrian Revolutionary and Opposition Forces, a representative group formed in Qatar that seeks to replace Assad and establish a secular transitional government by unifying support for the FSA. The Islamist groups rejected the umbrella and instead called for the establishment of an Islamic state, although the disagreement didn't prevent cooperation on the ground between the FSA and Islamists.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Independent Islamist Groups
1299,aff,553,1,2014-07-00,"In July 2014, Boko Haram leader Abubakar Shekau declared support for for IS leader, al-Baghdadi. The organization also began using the Islamic State battle hymn as the soundtrack for videos documenting its atrocities.",Boko Haram,The Islamic State
1301,all,553,1,3/7/15,"Boko Haram swore official allegiance to the Islamic State in March 2015. In an Arabic audio message posted on Twitter, Abubakar Shekau, leader of Boko Haram called on, ""on Muslims everywhere to pledge allegiance to the caliph."" Later that month, the Islamic State accepted their pledge, claiming that an allegiance with Boko Haram meant IS had officially expanded into West Africa.",Boko Haram,The Islamic State
1303,all,547,21,2013-08-00,"Upon being declared a terrorist organization by the Tunisian government in August 2013, AST declared its loyalty to Al Qaeda (AQ) in a post on their official Facebook page. The AQ response is unknown, so AST is not formally affiliated with AQ.",Ansar al-Shariah (Tunisia),Al Qaeda
1305,aff,547,65,2013-08-00,"ASTs relationship with Al Qaeda in the Islamic Maghreb (AQIM) was unclear until the Tunisian government published an Allegiance Act, signed by AST leaders for AQIM in August 2013.  Prior to the concrete proof of affiliation, AQIM was rumored to have been funding AST, and AST consistently retweeted AQIM tweets in support of the group.",Ansar al-Shariah (Tunisia),Al Qaeda in the Islamic Maghreb
1307,all,547,1,2014-07-00,"AST publicly supports the Islamic State (IS) and has encouraged members to go to Syria to fight with the group; AST leader Kanel Zarrouk pledged allegiance to IS and joined the Syrian civil war in 2014. In July 2014, ASTs spokesman, Seifeddine Rais, swore loyalty to IS.  It is unclear whether or not he spoke on behalf of AST or solely himself.  Following his pledge, a number of AST leaders left to fight in Syria and dedicated themselves to IS.  Although AST has backed IS on social media in past years, the extent of their connection to the group is unknown.",Ansar al-Shariah (Tunisia),The Islamic State
1309,all,1,367,2015-05-00,"The Afghan government launched a major offensive against Taliban forces in the northeastern city of Kunduz. Foreign militants trained by the Islamic State were allegedly fighting alongside the Taliban in this conflict. Other sources, however, report that the Taliban and the Islamic State are actively fighting one another.",The Islamic State,The Taliban
1377,riv,13,1,10/15/13,Ansar al-Islam released a statement detailing its past failed peace negotiations with IS and announced that its fighters would strike back against IS forces.  Tensions had existed between the groups for some time.,Ansar al-Islam,The Islamic State
1313,all,9,75,2009-00-00,"The JRTN often contracted the 1920s Revolution Brigades, Ansar al-Islam, the Islamic Army in Iraq, Hamas Iraq, and even AQI to carry out attacks for it in the period from 2008-2011. In return the JRTN helped manage the intelligence collection, finances, and logistics of these groups.",1920s Revolution Brigades,Jaysh Rijal al-Tariqa al-Naqshbandia (JRTN) 
1373,all,9,75,2013-06-00,"In the summer of 2013, the 1920s Revolution Brigade and the JRTN formally allied when they helped to found the General Military Council for Iraqs Revolutionaries (GMCIR).",1920s Revolution Brigades,Jaysh Rijal al-Tariqa al-Naqshbandia (JRTN) 
1315,riv,1,75,2007-00-00,"The JRTN repeatedly denounced AQI, IS's predecessor, for targeting Iraqi citizens because of their sectarian affiliations. ",The Islamic State,Jaysh Rijal al-Tariqa al-Naqshbandia (JRTN) 
1375,riv,3,1,2008-00-00,"In 2008, an AQI leader accused the MA of issuing orders to kill AQI members and of participating in the Sunni Awakening. The Mujahideen Army rejected those claims as ""hideous slander"" and in turn accused AQI of targeting members of the Mujahideen Army.",Mujahideen Army,The Islamic State
1319,riv,75,1,2015-00-00,"By early 2015, IS and the JRTN's  ""alliance of convenience"" against the Iraqi government had disintegrated and a the two groups began to clash militarily in Northern Iraq.  Later in the spring of 2015, JRTN leadership released a series of statements condemning IS.",Jaysh Rijal al-Tariqa al-Naqshbandia (JRTN) ,The Islamic State
1401,riv,589,587,1994-00-00,The KDP and PUK fought each other in the Kurdish Civil War from 1994-1998.,Kurdish Democratic Party,Patriotic Union of Kurdistan
1403,all,587,25,1997-00-00,The IMK and PUK signed a ceasefire agreement and have cooperated (not aligned) in the Kurdish Regional Government since 1998.,Patriotic Union of Kurdistan,Islamic Movement of Kurdistan
1405,all,589,587,1998-00-00,The PUK and KDP signed a truce in 1998 and jointly administered the Kurdish Regional Government until 2013 when the PUK lost a large portion of its electoral support.,Kurdish Democratic Party,Patriotic Union of Kurdistan
1407,all,589,587,2013-00-00,The KDP and PUK have worked together since 2013 to combat the Islamic State (IS).  Together the KDP and PUK control the majority of the Iraqi Kurdish Peshmerga.,Kurdish Democratic Party,Patriotic Union of Kurdistan
1409,all,589,25,1994-06-00,The IMK fought along side the KDP against the PUK in the Kurdish Civil War from 1994-1998.,Kurdish Democratic Party,Islamic Movement of Kurdistan
1411,riv,589,591,1994-09-00,The PKK fought along side the PUK against the KDP in the Kurdish Civil War from 1994-1998.,Kurdish Democratic Party,Kurdistan Workers Party
1413,all,587,591,1995-00-00,The PKK fought along side the PUK against the KDP in the Kurdish Civil War from 1994-1998.,Patriotic Union of Kurdistan,Kurdistan Workers Party
1415,riv,591,1,2014-06-00,The PKK joined the KDP and PUK in the fight against IS in summer 2014. PKK fighters were particularly active fighting IS in Kobani in September 2014.,Kurdistan Workers Party,The Islamic State
1417,all,591,589,2014-08-00,PKK fighters joined KDP peshmerga fighters fighting IS around Mount Sinjar while simultaneously helping to evacuate the region's Yazidi population. ,Kurdistan Workers Party,Kurdish Democratic Party
1435,riv,587,1,2014-00-00,"On August 8, 2014, the Islamic State invaded western Iraqi Kurdistan, taking the Mosul Dam, Makhmour, and Sinjar and signaling the start to the war between the Kurdish Regional Government and IS.  The next day the Kurdish army, primarily composed of the peshmerga forces loyal to the KDP and PUK, re-took Makhmour.",Patriotic Union of Kurdistan,The Islamic State
1419,all,591,589,2014-08-00,"PKK and KDP peshmerga militants fought IS around Mount Sinjar and simultaneously helped to evacuate the area's Yazidi population.  Despite their brief cooperation, reports surfaced of tensions between the PKK and KDP, which resulted in the temporary withdrawal of the KDP from the area surrounding Mount Sinjar.",Kurdistan Workers Party,Kurdish Democratic Party
1421,riv,25,573,1998-10-00,"In 1998, the IMK assassinated the leader of Kurdish Hamas, Hassan Sofi, who was a former member of the IMK.",Islamic Movement of Kurdistan,Kurdish Hamas
1423,riv,589,13,2/1/04,Ansar al-Islam carried out simultaneous suicide bomber attacks at the headquarters of the KDP and the PUK in Erbil.,Kurdish Democratic Party,Ansar al-Islam
1425,riv,587,13,2/1/04,Ansar al-Islam carried out simultaneous suicide attacks at the headquarters of the KDP and the PUK in Arbil.,Patriotic Union of Kurdistan,Ansar al-Islam
1429,riv,3,1,2014-04-00,"Although the MA had previously denounced IS, the two groups first came into military conflict outside of the town of Al-Karma in spring 2014.",Mujahideen Army,The Islamic State
1431,all,5,3,2/22/14,"The Islamic Army of Iraq claimed that it and the Mujahideen Army coordinated an attack on government forces near Al-Karma on February 22, 2014.",Islamic Army in Iraq,Mujahideen Army
1433,riv,589,1,2014-00-00,"The Islamic State's August 8, 2014 invasion of western Iraqi Kurdistan, in which they captured the Mosul Dam, Makhmour, and Sinjar,marked the start to the war between the Kurdish Regional Government and IS.  The next day the Kurdish peshmerga, primarily composed of the peshmerga forces loyal to the KDP and PUK, re-took Makhmour.",Kurdish Democratic Party,The Islamic State
1437,riv,587,1,2014-00-00,"The Islamic State's August 8, 2014 invasion of western Iraqi Kurdistan, in which they captured the Mosul Dam, Makhmour, and Sinjar,marked the start to the war between the Kurdish Regional Government and IS.  The next day the Kurdish peshmerga, primarily composed of the peshmerga forces loyal to the KDP and PUK, re-took Makhmour.",Patriotic Union of Kurdistan,The Islamic State
1447,riv,57,1,2014-06-00,"Muqtada al-Sadr remobilized the Mahdi Army (now called the ""Peace Brigades"") to fight with the Iraqi government against IS in June 2014.",Mahdi Army,The Islamic State
1683,all,361,619,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kata'ib Hezbollah,Harakat al-Nujaba
1451,mer,573,585,1999-00-00,"The Islamic Unity Movement of Kurdistan (IUMK) was a Kurdish Islamist organization formed in 1999 by the merger of the Islamic Movement of Kurdistan (IMK), al-Nahda, and Kurdish Hamas.",Kurdish Hamas,The Islamic Unity Movement of Kurdistan
1455,spl,585,25,2001-00-00,"The IUMK fragmented in 2001 when a large number of its members split off with Ali Bapir to form the Kurdistan Islamic Group and with Mullah Krekar to form the Reformist Group. Omar Barziani subsequently re-formed Kurdish Hamas with his followers, leaving Ali Abdul Aziz to re-form the IMK from the remaining members of the IUMK.",The Islamic Unity Movement of Kurdistan,Islamic Movement of Kurdistan
1457,mer,595,27,2001-06-00,Kurdish Hamas and Tawhid merged in summer 2001 to form the Al-Tawhid Islamic Front.,Tawhid,Al-Tawhid Islamic Front
1461,mer,27,593,2001-09-00,The Al-Tawhid Islamic Front and the Second Soran Unit merged in September 2001 to form Jund al-Islam.,Al-Tawhid Islamic Front,Jund al-Islam
1463,all,593,21,2001-09-00,"When Jund al-Islam formed in September 2001, roughly 60 of its estimated 400 fighters were trained by Al-Qaeda operatives in Afghanistan.",Jund al-Islam,Al Qaeda
1465,riv,593,25,2001-10-00,"In Autumn 2001, Jund al-Islam clashed with the Islamic Movement of Kurdistan (IMK) and eventually wrested the Howraman region of Iraq from its control.",Jund al-Islam,Islamic Movement of Kurdistan
1467,all,593,583,2001-11-00,"In Autumn 2001, Jund al-Islam signed a ceasefire agreement with Ali Bapirs Kurdistan Islamic Group.",Jund al-Islam,The Kurdistan Islamic Group
1473,all,405,57,2005-00-00,"Although previously uncooperative, the Mahdi Army and SCIRI worked together in the 2005 election and both joined the Iraqi Union Alliance coalition. The Mahdi Armys participation in the coalition was crucial to its success and ultimately resulted in the ascension of Nouri al-Maliki as prime minister. However, by 2006 Sadr and the Mahdi Army had begun to openly oppose the Iraqi government.",Supreme Council for Islamic Revolution in Iraq,Mahdi Army
1469,riv,25,31,1998-05-00,"Shortly after it split from the IMK in 1998, the Second Soran Unit wrested the city of Biyara from IMK control, and used it as a base from which to launch its operations for the following several years.",Islamic Movement of Kurdistan,Second Soran Unit
1487,riv,591,13,4/30/14,AI allegedly beheaded a PKK fighter it captured in Syria. ,Kurdistan Workers Party,Ansar al-Islam
1489,spl,309,601,2010-12-00,"The Bangsamoro Islamic Freedom Fighters (BIFF) emerged in December 2010 as a splinter group of the Moro Islamic Liberation Front (MILF). The BIFF was founded by Ameril Umbra Kato, a MILF commander who broke away from the MILF because of ideological and tactical disagreements with the group's leadership.",Moro Islamic Liberation Front,Bangsamoro Islamic Freedom Fighters
1491,spl,601,603,2013-11-00,"The Justice for Islamic Movement (JIM) was established as a splinter group of the Bangsamoro Islamic Freedom Fighters (BIFF) in December 2014. Mohammad Ali Tambako founded the JIM when he left or was ousted from the BIFF in 2013, after conducting an attack against a Christian community.",Bangsamoro Islamic Freedom Fighters,Justice for Islamic Movement
1493,all,379,601,2014-02-00,The Moro National Liberation Front (MNLF) announced an alliance with the Bangsamoro Islamic Freedom Fighters (BIFF) in February 2014. Both groups oppose peace negotiations between the Philippine government and the Moro Islamic Liberation Front (MILF).,Moro National Liberation Front,Bangsamoro Islamic Freedom Fighters
1497,all,601,603,2015-03-00,"The Bangsamoro Islamic Freedom Fighters (BIFF) and the Justice Islamic Movement (JIM) may have formed an alliance in March 2015. Whether or not a formal alliance exists, the two groups have cooperated and fought alongside each other in the past.",Bangsamoro Islamic Freedom Fighters,Justice for Islamic Movement
1501,all,599,605,1997-00-00,"The Revolutionary Proletarian Army (RPA) and the Alex Boncayao Brigade (ABB) created a formal alliance in 1997 and are sometimes referred to together as the RPA-ABB. The two groups formed a political wing called Rebolusyonaryong Partido ng Manggagawa ng Pilipinas (RPM-P), for which they serve as the armed wing.",Alex Boncayao Brigade,Revolutionary Proletarian Army
1505,riv,589,395,2007-05-00,"AQKB militants claimed responsibility for a car bomb that was detonated at the Kurdistan Interior and Security Ministries building, killing 19 civilians. The Kurdistan government was led by the KDP and PUK.",Kurdish Democratic Party,Al Qaeda Kurdish Battalions
1507,riv,395,1,2014-09-00,AQKB released a statement condemning IS in April 2014.  Unconfirmed reports surfaced in the summer of 2014 of AQKB militants fighting IS forces in Iraqi Kurdistan.,Al Qaeda Kurdish Battalions,The Islamic State
1509,all,395,1,2007-05-00,"AQKB was a member of the Islamic State in Iraq (ISI), the umbrella organization founded by AQI.",Al Qaeda Kurdish Battalions,The Islamic State
